state,date,deaths,cases,Case_Fatality_Ratio
Ohio,2020-06-07,448,11597,1.52
Ohio,2020-06-14,456,11896,2.59
Ohio,2020-06-21,467,12326,2.99
Ohio,2020-06-28,473,12724,1.67
Ohio,2020-07-05,482,13151,2.05
Ohio,2020-07-12,492,13505,2.47
Ohio,2020-07-19,499,13764,2.36
Ohio,2020-07-26,504,14114,1.62
Ohio,2020-08-02,510,14432,1.73
Ohio,2020-08-09,521,14790,2.9
Ohio,2020-08-16,526,15184,1.51
Ohio,2020-08-23,533,15473,2.87
Ohio,2020-08-30,539,15781,2.28
Ohio,2020-09-06,544,16073,2.4
Ohio,2020-09-13,549,16333,2.06
Ohio,2020-09-20,556,16698,2.13
Ohio,2020-09-27,563,17023,2.9
Ohio,2020-10-04,602,18271,2.84
Ohio,2020-10-11,623,19282,1.94
Ohio,2020-10-18,653,20305,2.72
Ohio,2020-10-25,683,21979,1.65
Ohio,2020-11-01,721,23715,2.75
Ohio,2020-11-08,741,24891,2.06
Ohio,2020-11-15,789,26661,2.88
Ohio,2020-11-22,816,28774,1.5
Ohio,2020-11-29,845,30044,1.99
Ohio,2020-12-06,876,31381,2.41
Ohio,2020-12-13,908,33572,1.68
Ohio,2020-12-20,931,34780,2.15
Ohio,2020-12-27,980,36751,2.41
Ohio,2021-01-03,993,38305,0.91
Ohio,2021-01-10,1031,40154,1.8
Ohio,2021-01-17,1043,41719,0.92
Ohio,2021-01-24,1051,42557,1.16
Ohio,2021-01-31,1070,43616,1.61
Ohio,2021-02-07,1087,44723,1.93
Ohio,2021-02-14,1095,45330,1.59
Ohio,2021-02-21,1102,45983,1.2
Ohio,2021-02-28,1111,46679,1.33
Ohio,2021-03-07,1116,47199,1.26
Ohio,2021-03-14,1121,47576,1.22
Ohio,2021-03-21,1128,48120,1.6
Ohio,2021-03-28,1135,48616,1.48
Ohio,2021-04-04,1141,49102,1.39
Ohio,2021-04-11,1146,49635,0.93
Ohio,2021-04-18,1149,50003,0.88
Ohio,2021-04-25,1154,50604,0.87
Ohio,2021-05-02,1159,50987,1.38
Ohio,2021-05-09,1167,51586,1.56
Ohio,2021-05-16,1173,52087,1.17
Ohio,2021-05-23,1180,52663,1.47
Ohio,2021-05-30,1183,53076,0.84
Ohio,2021-06-06,1191,53834,1.19
Ohio,2021-06-13,1200,54711,0.95
Ohio,2021-06-20,1216,55573,1.94
Ohio,2021-06-27,1222,56121,1.25
Ohio,2021-07-04,1229,56630,1.53
Ohio,2021-07-11,1235,57374,0.84
Ohio,2021-07-18,1248,58064,1.71
Ohio,2021-07-25,1259,58735,1.91
Ohio,2021-08-01,1262,59328,0.82
Ohio,2021-08-08,1266,59835,0.92
Ohio,2021-08-15,1270,60333,0.83
Ohio,2021-08-22,1276,60786,1.68
Ohio,2021-08-29,1292,61626,1.87
Ohio,2021-09-05,1299,62411,0.81
Ohio,2021-09-12,1317,63335,1.87
Ohio,2021-09-19,1329,64061,1.87
Ohio,2021-09-26,1338,64943,0.92
Ohio,2021-10-03,1345,65651,1.07
Ohio,2021-10-10,1360,66758,1.54
Ohio,2021-10-17,1374,67464,1.71
Ohio,2021-10-24,1393,68720,1.35
Ohio,2021-10-31,1407,69768,1.43
Ohio,2021-11-07,1426,70885,1.73
Ohio,2021-11-14,1435,71947,1.11
Ohio,2021-11-21,1446,73236,1.08
Ohio,2021-11-28,1470,74608,1.62
Ohio,2021-12-05,1498,75888,1.87
Ohio,2021-12-12,1520,77417,1.56
Ohio,2021-12-19,1536,79090,1.13
Ohio,2021-12-26,1548,80340,0.87
Oklahoma,2020-03-01,7,208,3.61
Oklahoma,2020-03-08,13,464,2.56
Oklahoma,2020-03-15,25,813,3.33
Oklahoma,2020-03-22,32,1108,2.94
Oklahoma,2020-03-29,48,1461,4.19
Oklahoma,2020-04-05,62,1828,3.68
Oklahoma,2020-04-12,73,2158,2.84
Oklahoma,2020-04-19,89,2552,4.46
Oklahoma,2020-04-26,98,2924,2.95
Oklahoma,2020-05-03,105,3208,3.14
Oklahoma,2020-05-10,110,3401,2.57
Oklahoma,2020-05-17,113,3566,2.69
Oklahoma,2020-05-24,115,3650,3.73
Oklahoma,2020-05-31,116,3721,2.54
Oklahoma,2020-06-07,119,3867,2.58
Oklahoma,2020-06-14,122,4008,2.24
Oklahoma,2020-06-21,125,4133,2.52
Oklahoma,2020-06-28,127,4232,2.44
Oklahoma,2020-07-05,128,4317,1.52
Oklahoma,2020-07-12,131,4446,2.35
Oklahoma,2020-07-19,133,4531,2.2
Oklahoma,2020-07-26,136,4642,2.44
Oklahoma,2020-08-02,139,4781,2.28
Oklahoma,2020-08-09,141,4892,2.83
Oklahoma,2020-08-16,142,4995,1.58
Oklahoma,2020-08-23,143,5107,1.84
Oklahoma,2020-08-30,147,5254,2.75
Oklahoma,2020-09-06,149,5381,2.21
Oklahoma,2020-09-13,151,5529,1.69
Oklahoma,2020-09-20,153,5636,2.25
Oklahoma,2020-09-27,155,5756,1.71
Oklahoma,2020-10-04,159,6076,1.78
Oklahoma,2020-10-11,169,6561,2.14
Oklahoma,2020-10-18,181,7081,2.52
Oklahoma,2020-10-25,191,7541,2.06
Oklahoma,2020-11-01,207,8065,2.77
Oklahoma,2020-11-08,214,8508,1.7
Oklahoma,2020-11-15,222,9013,1.53
Oklahoma,2020-11-22,237,9504,2.89
Oklahoma,2020-11-29,248,10191,1.8
Oklahoma,2020-12-06,257,10790,1.76
Oklahoma,2020-12-13,264,11309,1.74
Oklahoma,2020-12-20,273,11971,1.75
Oklahoma,2020-12-27,289,12554,2.96
Oklahoma,2021-01-03,295,12948,1.48
Oklahoma,2021-01-10,302,13506,1.55
Oklahoma,2021-01-17,306,13957,0.91
Oklahoma,2021-01-24,314,14411,1.96
Oklahoma,2021-01-31,318,14667,1.45
Oklahoma,2021-02-07,321,15046,1.03
Oklahoma,2021-02-14,324,15336,1.2
Oklahoma,2021-02-21,328,15589,1.76
Oklahoma,2021-02-28,331,15859,1.2
Oklahoma,2021-03-07,332,15995,1.46
Oklahoma,2021-03-14,333,16151,1.18
Oklahoma,2021-03-21,335,16353,0.99
Oklahoma,2021-03-28,336,16557,0.82
Oklahoma,2021-04-04,337,16691,0.85
Oklahoma,2021-04-11,338,16890,0.81
Oklahoma,2021-04-18,340,17048,1.85
Oklahoma,2021-04-25,343,17223,1.62
Oklahoma,2021-05-02,345,17423,1.79
Oklahoma,2021-05-09,346,17578,1.28
Oklahoma,2021-05-16,347,17731,1.26
Oklahoma,2021-05-23,349,17934,0.91
Oklahoma,2021-05-30,351,18090,1.55
Oklahoma,2021-06-06,354,18330,1.32
Oklahoma,2021-06-13,358,18558,1.91
Oklahoma,2021-06-20,359,18736,0.93
Oklahoma,2021-06-27,361,18904,1.54
Oklahoma,2021-07-04,362,19119,0.81
Oklahoma,2021-07-11,365,19345,1.38
Oklahoma,2021-07-18,367,19590,1.23
Oklahoma,2021-07-25,372,19829,1.89
Oklahoma,2021-08-01,374,19983,2.0
Oklahoma,2021-08-08,377,20211,1.89
Oklahoma,2021-08-15,380,20469,1.17
Oklahoma,2021-08-22,382,20656,1.94
Oklahoma,2021-08-29,385,20910,1.44
Oklahoma,2021-09-05,387,21109,1.65
Oklahoma,2021-09-12,390,21370,1.1
Oklahoma,2021-09-19,391,21562,1.04
Oklahoma,2021-09-26,393,21832,1.08
Oklahoma,2021-10-03,399,22202,1.65
Oklahoma,2021-10-10,402,22443,1.63
Oklahoma,2021-10-17,406,22839,1.1
Oklahoma,2021-10-24,411,23162,1.83
Oklahoma,2021-10-31,415,23548,0.97
Oklahoma,2021-11-07,421,24029,1.32
Oklahoma,2021-11-14,428,24532,1.43
Oklahoma,2021-11-21,433,24963,1.63
Oklahoma,2021-11-28,438,25465,1.32
Oklahoma,2021-12-05,443,25967,1.25
Oklahoma,2021-12-12,453,26435,1.86
Oklahoma,2021-12-19,461,26990,1.84
Oklahoma,2021-12-26,467,27393,1.78
Oregon,2020-03-01,7,224,3.71
Oregon,2020-03-08,18,565,3.51
Oregon,2020-03-15,31,995,3.49
Oregon,2020-03-22,48,1375,4.13
Oregon,2020-03-29,64,1855,3.92
Oregon,2020-04-05,83,2370,4.29
Oregon,2020-04-12,99,2695,4.45
Oregon,2020-04-19,120,3182,4.27
Oregon,2020-04-26,131,3568,3.59
Oregon,2020-05-03,143,3914,3.51
Oregon,2020-05-10,150,4156,3.48
Oregon,2020-05-17,153,4310,2.82
Oregon,2020-05-24,156,4461,2.81
Oregon,2020-05-31,158,4530,3.72
Oregon,2020-06-07,161,4679,2.68
Oregon,2020-06-14,164,4789,2.91
Oregon,2020-06-21,166,4931,1.62
Oregon,2020-06-28,168,5062,1.78
Oregon,2020-07-05,170,5196,1.99
Oregon,2020-07-12,173,5349,1.99
Oregon,2020-07-19,175,5445,2.76
Oregon,2020-07-26,177,5540,2.46
Oregon,2020-08-02,179,5698,2.04
Oregon,2020-08-09,181,5825,2.18
Oregon,2020-08-16,185,5966,2.64
Oregon,2020-08-23,188,6129,1.9
Oregon,2020-08-30,190,6248,2.52
Oregon,2020-09-06,195,6412,2.59
Oregon,2020-09-13,199,6564,2.85
Oregon,2020-09-20,201,6688,1.88
Oregon,2020-09-27,203,6778,2.29
Oregon,2020-10-04,217,7190,2.96
Oregon,2020-10-11,224,7547,2.05
Oregon,2020-10-18,236,7995,2.7
Oregon,2020-10-25,253,8546,2.78
Oregon,2020-11-01,263,8984,2.57
Oregon,2020-11-08,271,9502,1.58
Oregon,2020-11-15,282,10062,1.88
Oregon,2020-11-22,293,10792,1.87
Oregon,2020-11-29,306,11560,1.51
Oregon,2020-12-06,318,12241,1.98
Oregon,2020-12-13,324,12680,1.85
Oregon,2020-12-20,335,13325,1.75
Oregon,2020-12-27,344,13935,1.95
Oregon,2021-01-03,347,14330,0.83
Oregon,2021-01-10,354,14785,1.76
Oregon,2021-01-17,361,15242,1.42
Oregon,2021-01-24,364,15612,0.95
Oregon,2021-01-31,368,15958,1.33
Oregon,2021-02-07,373,16302,1.54
Oregon,2021-02-14,378,16654,1.65
Oregon,2021-02-21,383,16959,1.85
Oregon,2021-02-28,387,17194,1.72
Oregon,2021-03-07,388,17319,1.87
Oregon,2021-03-14,391,17513,1.71
Oregon,2021-03-21,392,17637,1.52
Oregon,2021-03-28,393,17789,0.91
Oregon,2021-04-04,394,17956,0.93
Oregon,2021-04-11,397,18149,1.72
Oregon,2021-04-18,400,18309,1.94
Oregon,2021-04-25,401,18457,0.99
Oregon,2021-05-02,403,18616,1.49
Oregon,2021-05-09,405,18810,1.41
Oregon,2021-05-16,407,19015,1.17
Oregon,2021-05-23,409,19145,1.95
Oregon,2021-05-30,410,19287,0.86
Oregon,2021-06-06,415,19626,1.32
Oregon,2021-06-13,419,19904,1.56
Oregon,2021-06-20,422,20123,1.23
Oregon,2021-06-27,428,20417,1.97
Oregon,2021-07-04,431,20593,1.79
Oregon,2021-07-11,434,20876,1.37
Oregon,2021-07-18,436,21094,1.19
Oregon,2021-07-25,439,21356,1.76
Oregon,2021-08-01,442,21603,1.55
Oregon,2021-08-08,445,21787,1.83
Oregon,2021-08-15,447,22015,1.53
Oregon,2021-08-22,449,22242,1.03
Oregon,2021-08-29,453,22507,1.89
Oregon,2021-09-05,456,22717,1.58
Oregon,2021-09-12,461,23028,1.84
Oregon,2021-09-19,464,23359,0.97
Oregon,2021-09-26,468,23644,1.41
Oregon,2021-10-03,471,24041,0.96
Oregon,2021-10-10,474,24354,1.15
Oregon,2021-10-17,483,24803,1.95
Oregon,2021-10-24,488,25260,1.43
Oregon,2021-10-31,494,25663,1.47
Oregon,2021-11-07,498,26007,1.24
Oregon,2021-11-14,506,26553,1.33
Oregon,2021-11-21,511,27060,1.12
Oregon,2021-11-28,520,27618,1.37
Oregon,2021-12-05,523,27998,0.89
Oregon,2021-12-12,534,28558,1.99
Oregon,2021-12-19,545,29146,1.79
Oregon,2021-12-26,552,29630,1.26
Pennsylvania,2020-03-01,21,623,3.58
Pennsylvania,2020-03-08,45,1498,3.44
Pennsylvania,2020-03-15,88,2748,3.39
Pennsylvania,2020-03-22,108,3656,2.51
Pennsylvania,2020-03-29,152,5066,2.7
Pennsylvania,2020-04-05,179,6142,2.91
Pennsylvania,2020-04-12,221,7051,4.04
Pennsylvania,2020-04-19,255,8345,2.88
Pennsylvania,2020-04-26,297,9418,4.41
Pennsylvania,2020-05-03,329,10474,3.38
Pennsylvania,2020-05-10,350,11196,2.64
Pennsylvania,2020-05-17,365,11659,3.95
Pennsylvania,2020-05-24,380,12120,2.89
Pennsylvania,2020-05-31,390,12360,4.44
Pennsylvania,2020-06-07,397,12803,2.06
Pennsylvania,2020-06-14,404,13179,1.75
Pennsylvania,2020-06-21,411,13474,2.38
Pennsylvania,2020-06-28,419,13872,2.49
Pennsylvania,2020-07-05,428,14274,1.93
Pennsylvania,2020-07-12,438,14725,2.96
Pennsylvania,2020-07-19,442,15064,1.79
Pennsylvania,2020-07-26,449,15393,2.52
Pennsylvania,2020-08-02,460,15785,2.83
Pennsylvania,2020-08-09,467,16150,2.06
Pennsylvania,2020-08-16,474,16464,2.45
Pennsylvania,2020-08-23,486,16936,2.63
Pennsylvania,2020-08-30,493,17294,1.81
Pennsylvania,2020-09-06,499,17680,1.84
Pennsylvania,2020-09-13,506,17991,2.67
Pennsylvania,2020-09-20,514,18387,2.18
Pennsylvania,2020-09-27,527,18865,2.8
Pennsylvania,2020-10-04,546,19748,2.14
Pennsylvania,2020-10-11,576,21171,2.48
Pennsylvania,2020-10-18,607,22805,1.77
Pennsylvania,2020-10-25,637,24269,2.56
Pennsylvania,2020-11-01,674,25900,2.56
Pennsylvania,2020-11-08,728,28038,2.45
Pennsylvania,2020-11-15,767,29756,2.22
Pennsylvania,2020-11-22,814,31653,2.55
Pennsylvania,2020-11-29,837,33254,1.82
Pennsylvania,2020-12-06,887,34965,2.62
Pennsylvania,2020-12-13,933,36535,2.94
Pennsylvania,2020-12-20,997,38855,2.56
Pennsylvania,2020-12-27,1016,40190,1.83
Pennsylvania,2021-01-03,1041,42088,1.21
Pennsylvania,2021-01-10,1062,43504,1.78
Pennsylvania,2021-01-17,1075,44665,1.21
Pennsylvania,2021-01-24,1092,45861,1.72
Pennsylvania,2021-01-31,1108,46941,1.8
Pennsylvania,2021-02-07,1130,48284,1.98
Pennsylvania,2021-02-14,1141,49112,1.25
Pennsylvania,2021-02-21,1156,50005,1.57
Pennsylvania,2021-02-28,1167,50592,1.8
Pennsylvania,2021-03-07,1177,51136,1.87
Pennsylvania,2021-03-14,1182,51563,1.32
Pennsylvania,2021-03-21,1188,51944,1.95
Pennsylvania,2021-03-28,1194,52525,1.41
Pennsylvania,2021-04-04,1205,53177,1.82
Pennsylvania,2021-04-11,1208,53612,0.95
Pennsylvania,2021-04-18,1215,54055,1.41
Pennsylvania,2021-04-25,1225,54598,1.87
Pennsylvania,2021-05-02,1234,55110,1.83
Pennsylvania,2021-05-09,1240,55745,1.15
Pennsylvania,2021-05-16,1250,56375,1.5
Pennsylvania,2021-05-23,1255,57031,0.86
Pennsylvania,2021-05-30,1263,57512,1.55
Pennsylvania,2021-06-06,1274,58260,1.47
Pennsylvania,2021-06-13,1285,58893,1.78
Pennsylvania,2021-06-20,1294,59867,1.21
Pennsylvania,2021-06-27,1301,60598,0.9
Pennsylvania,2021-07-04,1309,61102,1.7
Pennsylvania,2021-07-11,1314,61722,0.88
Pennsylvania,2021-07-18,1323,62413,1.14
Pennsylvania,2021-07-25,1330,62987,1.34
Pennsylvania,2021-08-01,1339,63482,1.92
Pennsylvania,2021-08-08,1345,63978,1.26
Pennsylvania,2021-08-15,1354,64665,1.63
Pennsylvania,2021-08-22,1363,65281,1.78
Pennsylvania,2021-08-29,1372,66182,0.91
Pennsylvania,2021-09-05,1381,66900,1.53
Pennsylvania,2021-09-12,1386,67514,1.06
Pennsylvania,2021-09-19,1397,68297,1.42
Pennsylvania,2021-09-26,1415,69397,1.59
Pennsylvania,2021-10-03,1427,70339,1.37
Pennsylvania,2021-10-10,1437,71608,1.08
Pennsylvania,2021-10-17,1451,72820,1.04
Pennsylvania,2021-10-24,1461,74239,0.89
Pennsylvania,2021-10-31,1477,75457,1.53
Pennsylvania,2021-11-07,1497,76893,1.51
Pennsylvania,2021-11-14,1511,77833,1.7
Pennsylvania,2021-11-21,1532,79458,1.3
Pennsylvania,2021-11-28,1561,81152,1.84
Pennsylvania,2021-12-05,1580,82314,1.73
Pennsylvania,2021-12-12,1599,83474,1.89
Pennsylvania,2021-12-19,1607,84497,0.82
Pennsylvania,2021-12-26,1624,86063,1.17
Rhode Island,2020-03-01,1,49,3.86
Rhode Island,2020-03-08,4,138,2.95
Rhode Island,2020-03-15,6,206,4.04
Rhode Island,2020-03-22,9,279,4.25
Rhode Island,2020-03-29,12,378,3.9
Rhode Island,2020-04-05,16,510,3.13
Rhode Island,2020-04-12,19,617,3.21
Rhode Island,2020-04-19,21,698,2.8
Rhode Island,2020-04-26,23,798,2.89
Rhode Island,2020-05-03,26,897,2.99
Rhode Island,2020-05-10,28,968,3.4
Rhode Island,2020-05-17,29,1020,3.42
Rhode Island,2020-05-24,30,1054,3.68
Rhode Island,2020-05-31,30,1069,3.1
Rhode Island,2020-06-07,30,1092,1.56
Rhode Island,2020-06-14,30,1128,2.49
Rhode Island,2020-06-21,30,1167,2.22
Rhode Island,2020-06-28,30,1197,2.89
Rhode Island,2020-07-05,30,1225,2.35
Rhode Island,2020-07-12,30,1250,2.39
Rhode Island,2020-07-19,30,1274,2.92
Rhode Island,2020-07-26,30,1314,2.51
Rhode Island,2020-08-02,30,1347,2.51
Rhode Island,2020-08-09,30,1375,2.81
Rhode Island,2020-08-16,31,1411,2.9
Rhode Island,2020-08-23,31,1452,2.55
Rhode Island,2020-08-30,31,1492,2.23
Rhode Island,2020-09-06,31,1526,1.72
Rhode Island,2020-09-13,31,1565,1.52
Rhode Island,2020-09-20,31,1588,2.12
Rhode Island,2020-09-27,32,1626,2.92
Rhode Island,2020-10-04,34,1715,2.89
Rhode Island,2020-10-11,37,1836,2.54
Rhode Island,2020-10-18,40,1978,2.05
Rhode Island,2020-10-25,41,2077,2.08
Rhode Island,2020-11-01,42,2193,1.53
Rhode Island,2020-11-08,47,2360,2.7
Rhode Island,2020-11-15,51,2504,2.4
Rhode Island,2020-11-22,54,2634,2.58
Rhode Island,2020-11-29,57,2757,2.79
Rhode Island,2020-12-06,58,2875,1.64
Rhode Island,2020-12-13,61,3020,2.26
Rhode Island,2020-12-20,64,3154,2.87
Rhode Island,2020-12-27,66,3263,1.95
Rhode Island,2021-01-03,67,3397,1.13
Rhode Island,2021-01-10,69,3554,2.0
Rhode Island,2021-01-17,70,3667,1.54
Rhode Island,2021-01-24,71,3770,1.89
Rhode Island,2021-01-31,72,3867,1.58
Rhode Island,2021-02-07,72,3972,0.85
Rhode Island,2021-02-14,72,4050,1.18
Rhode Island,2021-02-21,73,4135,1.68
Rhode Island,2021-02-28,74,4190,1.85
Rhode Island,2021-03-07,74,4230,1.68
Rhode Island,2021-03-14,74,4281,1.44
Rhode Island,2021-03-21,74,4328,1.57
Rhode Island,2021-03-28,74,4359,1.32
Rhode Island,2021-04-04,75,4412,1.91
Rhode Island,2021-04-11,75,4462,1.33
Rhode Island,2021-04-18,75,4498,1.25
Rhode Island,2021-04-25,75,4529,1.67
Rhode Island,2021-05-02,75,4570,1.34
Rhode Island,2021-05-09,75,4621,1.15
Rhode Island,2021-05-16,75,4669,1.48
Rhode Island,2021-05-23,75,4707,1.88
Rhode Island,2021-05-30,76,4763,1.72
Rhode Island,2021-06-06,76,4823,1.73
Rhode Island,2021-06-13,76,4898,1.36
Rhode Island,2021-06-20,77,4976,1.83
Rhode Island,2021-06-27,77,5041,1.24
Rhode Island,2021-07-04,77,5111,1.17
Rhode Island,2021-07-11,77,5156,1.6
Rhode Island,2021-07-18,77,5203,1.19
Rhode Island,2021-07-25,77,5266,1.19
Rhode Island,2021-08-01,77,5306,1.05
Rhode Island,2021-08-08,77,5348,1.81
Rhode Island,2021-08-15,78,5420,1.63
Rhode Island,2021-08-22,79,5481,1.52
Rhode Island,2021-08-29,79,5549,0.84
Rhode Island,2021-09-05,80,5631,1.75
Rhode Island,2021-09-12,81,5708,1.99
Rhode Island,2021-09-19,81,5789,1.14
Rhode Island,2021-09-26,81,5873,0.98
Rhode Island,2021-10-03,81,5963,0.95
Rhode Island,2021-10-10,82,6069,1.19
Rhode Island,2021-10-17,83,6187,1.07
Rhode Island,2021-10-24,85,6291,1.71
Rhode Island,2021-10-31,86,6419,1.73
Rhode Island,2021-11-07,86,6495,1.26
Rhode Island,2021-11-14,87,6620,1.59
Rhode Island,2021-11-21,88,6757,1.1
Rhode Island,2021-11-28,89,6885,1.32
Rhode Island,2021-12-05,90,6972,1.28
Rhode Island,2021-12-12,91,7122,1.3
Rhode Island,2021-12-19,93,7257,1.93
Rhode Island,2021-12-26,95,7373,1.76
South Carolina,2020-03-01,6,196,3.76
South Carolina,2020-03-08,19,529,3.56
South Carolina,2020-03-15,29,920,3.06
South Carolina,2020-03-22,44,1478,2.84
South Carolina,2020-03-29,60,1879,4.05
South Carolina,2020-04-05,77,2344,3.22
South Carolina,2020-04-12,100,2865,3.94
South Carolina,2020-04-19,122,3456,3.16
South Carolina,2020-04-26,133,3762,3.25
South Carolina,2020-05-03,141,4077,3.05
South Carolina,2020-05-10,152,4388,3.38
South Carolina,2020-05-17,161,4654,3.85
South Carolina,2020-05-24,165,4833,3.03
South Carolina,2020-05-31,166,4893,3.63
South Carolina,2020-06-07,168,5013,1.95
South Carolina,2020-06-14,172,5176,2.73
South Carolina,2020-06-21,174,5307,1.87
South Carolina,2020-06-28,176,5415,2.82
South Carolina,2020-07-05,179,5609,2.01
South Carolina,2020-07-12,182,5781,2.38
South Carolina,2020-07-19,185,5939,2.6
South Carolina,2020-07-26,187,6047,2.19
South Carolina,2020-08-02,189,6215,1.82
South Carolina,2020-08-09,191,6340,2.32
South Carolina,2020-08-16,193,6449,1.58
South Carolina,2020-08-23,195,6569,2.56
South Carolina,2020-08-30,197,6686,2.26
South Carolina,2020-09-06,203,6881,2.92
South Carolina,2020-09-13,206,7043,2.18
South Carolina,2020-09-20,210,7237,2.4
South Carolina,2020-09-27,212,7365,1.57
South Carolina,2020-10-04,219,7800,2.16
South Carolina,2020-10-11,230,8451,1.54
South Carolina,2020-10-18,244,8914,2.83
South Carolina,2020-10-25,255,9423,2.35
South Carolina,2020-11-01,269,9971,2.79
South Carolina,2020-11-08,280,10642,1.75
South Carolina,2020-11-15,301,11549,2.04
South Carolina,2020-11-22,315,12511,1.72
South Carolina,2020-11-29,330,13445,2.09
South Carolina,2020-12-06,347,14106,2.4
South Carolina,2020-12-13,358,14693,1.67
South Carolina,2020-12-20,380,15533,2.38
South Carolina,2020-12-27,396,16202,2.64
South Carolina,2021-01-03,405,16761,1.67
South Carolina,2021-01-10,416,17556,1.22
South Carolina,2021-01-17,424,18272,1.09
South Carolina,2021-01-24,433,18769,1.9
South Carolina,2021-01-31,439,19304,1.36
South Carolina,2021-02-07,443,19646,1.31
South Carolina,2021-02-14,448,20042,1.63
South Carolina,2021-02-21,451,20371,0.85
South Carolina,2021-02-28,455,20759,1.29
South Carolina,2021-03-07,457,20923,1.58
South Carolina,2021-03-14,459,21163,1.1
South Carolina,2021-03-21,461,21390,1.19
South Carolina,2021-03-28,463,21551,1.34
South Carolina,2021-04-04,466,21746,1.81
South Carolina,2021-04-11,468,21912,1.5
South Carolina,2021-04-18,469,22104,0.94
South Carolina,2021-04-25,470,22256,0.92
South Carolina,2021-05-02,473,22436,1.91
South Carolina,2021-05-09,476,22672,1.44
South Carolina,2021-05-16,479,22847,1.93
South Carolina,2021-05-23,481,23092,1.24
South Carolina,2021-05-30,482,23318,0.81
South Carolina,2021-06-06,487,23594,1.55
South Carolina,2021-06-13,492,23906,1.78
South Carolina,2021-06-20,498,24207,1.92
South Carolina,2021-06-27,501,24543,1.16
South Carolina,2021-07-04,504,24771,1.33
South Carolina,2021-07-11,509,25088,1.88
South Carolina,2021-07-18,511,25271,1.83
South Carolina,2021-07-25,513,25545,0.83
South Carolina,2021-08-01,515,25876,0.92
South Carolina,2021-08-08,519,26106,1.89
South Carolina,2021-08-15,521,26332,0.9
South Carolina,2021-08-22,524,26583,1.61
South Carolina,2021-08-29,527,26811,1.62
South Carolina,2021-09-05,529,27185,0.87
South Carolina,2021-09-12,535,27609,1.32
South Carolina,2021-09-19,539,27890,1.53
South Carolina,2021-09-26,545,28217,1.79
South Carolina,2021-10-03,550,28582,1.47
South Carolina,2021-10-10,553,28913,1.28
South Carolina,2021-10-17,559,29324,1.71
South Carolina,2021-10-24,565,29905,1.15
South Carolina,2021-10-31,573,30468,1.46
South Carolina,2021-11-07,577,30834,1.28
South Carolina,2021-11-14,586,31507,1.17
South Carolina,2021-11-21,593,32096,1.21
South Carolina,2021-11-28,603,32752,1.86
South Carolina,2021-12-05,607,33253,1.2
South Carolina,2021-12-12,617,33846,1.83
South Carolina,2021-12-19,626,34489,1.55
South Carolina,2021-12-26,634,34930,1.65
South Dakota,2020-03-01,1,49,2.54
South Dakota,2020-03-08,2,91,3.64
South Dakota,2020-03-15,4,144,4.18
South Dakota,2020-03-22,7,232,4.44
South Dakota,2020-03-29,9,338,2.75
South Dakota,2020-04-05,13,445,4.31
South Dakota,2020-04-12,17,537,3.92
South Dakota,2020-04-19,19,600,4.12
South Dakota,2020-04-26,21,672,3.35
South Dakota,2020-05-03,24,752,3.6
South Dakota,2020-05-10,25,792,3.95
South Dakota,2020-05-17,26,833,3.71
South Dakota,2020-05-24,27,863,4.14
South Dakota,2020-05-31,27,879,3.33
South Dakota,2020-06-07,27,911,2.15
South Dakota,2020-06-14,27,933,1.51
South Dakota,2020-06-21,27,953,2.63
South Dakota,2020-06-28,27,978,1.63
South Dakota,2020-07-05,27,1009,1.73
South Dakota,2020-07-12,27,1042,2.52
South Dakota,2020-07-19,27,1062,1.88
South Dakota,2020-07-26,27,1092,2.46
South Dakota,2020-08-02,27,1117,1.57
South Dakota,2020-08-09,27,1146,2.21
South Dakota,2020-08-16,27,1169,1.94
South Dakota,2020-08-23,27,1200,2.27
South Dakota,2020-08-30,27,1222,2.48
South Dakota,2020-09-06,28,1253,2.92
South Dakota,2020-09-13,28,1277,2.68
South Dakota,2020-09-20,28,1298,1.55
South Dakota,2020-09-27,28,1331,1.86
South Dakota,2020-10-04,29,1439,1.54
South Dakota,2020-10-11,30,1522,1.56
South Dakota,2020-10-18,31,1602,2.33
South Dakota,2020-10-25,32,1683,1.57
South Dakota,2020-11-01,34,1770,2.64
South Dakota,2020-11-08,36,1882,2.13
South Dakota,2020-11-15,40,2042,2.57
South Dakota,2020-11-22,42,2159,2.07
South Dakota,2020-11-29,45,2301,2.22
South Dakota,2020-12-06,49,2472,2.73
South Dakota,2020-12-13,51,2620,1.9
South Dakota,2020-12-20,52,2735,2.1
South Dakota,2020-12-27,55,2879,2.04
South Dakota,2021-01-03,55,2964,1.01
South Dakota,2021-01-10,57,3077,1.94
South Dakota,2021-01-17,58,3167,1.16
South Dakota,2021-01-24,60,3283,1.56
South Dakota,2021-01-31,61,3377,1.23
South Dakota,2021-02-07,62,3463,1.63
South Dakota,2021-02-14,62,3521,0.97
South Dakota,2021-02-21,62,3592,0.84
South Dakota,2021-02-28,62,3638,1.54
South Dakota,2021-03-07,62,3667,1.0
South Dakota,2021-03-14,62,3702,1.13
South Dakota,2021-03-21,62,3736,0.87
South Dakota,2021-03-28,62,3767,1.58
South Dakota,2021-04-04,62,3803,1.73
South Dakota,2021-04-11,62,3833,1.2
South Dakota,2021-04-18,62,3877,1.88
